unique_vehicle_key,scenario_key,lead_time_days,duration_days,collection_date,pickup_date,dropoff_date,pickup_time,dropoff_time,supplier,car_name,category,pickup_location,dropoff_location,price_per_day_aed,total_price_aed,mileage,source_currency,supplier_rating,rating_text,number_of_reviews,condition_rating,location_rating,cleanliness_rating,efficiency_rating,value_for_money_rating,pickup_time_rating,dropoff_time_rating
734558776_Sixt_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Sixt,Volkswagen Golf GTI,Compact,Dubai International Airport,Dubai International Airport,138.81,138.81,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.2,5.5,7.6
758904861_Dollar_Dubai - Business Bay,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Mazda 6,Standard,Dubai - Business Bay,Dubai - Business Bay,123.32,123.32,Unlimited km,USD,5.8,,15,6.3,5.6,6.4,5.7,5.7,5.3,5.9
738013716_Thrifty_Dubai - Golden Sands Apartments,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Infiniti QX50,Intermediate,Dubai - Golden Sands Apartments,Dubai - Golden Sands Apartments,288.11,288.11,Unlimited km,USD,9.0,Superb,13,8.2,9.6,7.3,10.0,8.9,9.3,9.4
822259361_Keddy By Europcar_Sharjah - Al Zahra'a Street,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Chevrolet Tahoe,Premium,Sharjah - Al Zahra'a Street,Sharjah - Al Zahra'a Street,409.03,409.03,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258561_Keddy By Europcar_Sharjah - Al Zahra'a Street,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Kia Picanto,Mini,Sharjah - Al Zahra'a Street,Sharjah - Al Zahra'a Street,138.85,138.85,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744144091_Dollar_Sharjah - Al Khaledia,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Jeep Wrangler,Premium,Sharjah - Al Khaledia,Sharjah - Al Khaledia,322.85,322.85,Unlimited km,USD,7.7,Very good,5,10.0,4.0,10.0,10.0,6.0,4.0,10.0
802710681_Dollar_Sharjah - Al Khaledia,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Infiniti Q50,Special,Sharjah - Al Khaledia,Sharjah - Al Khaledia,288.11,288.11,Unlimited km,USD,7.7,Very good,5,10.0,4.0,10.0,10.0,6.0,4.0,10.0
785728226_Enterprise_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Enterprise,Hyundai i10,Economy,Dubai International Airport,Dubai International Airport,108.85,108.85,Unlimited km,USD,7.1,Very good,826,8.1,6.7,8.3,6.8,7.3,5.2,7.4
735429746_Thrifty_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Volvo S90,Luxury,Dubai International Airport,Dubai International Airport,288.11,288.11,Unlimited km,USD,8.0,Excellent,1232,8.2,8.2,8.4,7.9,7.7,7.4,8.0
735477651_Thrifty_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Audi A6,Luxury,Dubai International Airport,Dubai International Airport,288.11,288.11,Unlimited km,USD,8.0,Excellent,1232,8.2,8.2,8.4,7.9,7.7,7.4,8.0
744142871_Dollar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Audi A6,Luxury,Dubai International Airport,Dubai International Airport,288.11,288.11,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
835180076_Europcar_Dubai International Airport T3,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Jeep Grand Cherokee,Luxury,Dubai International Airport T3,Dubai International Airport T3,278.17,278.17,Unlimited km,USD,7.5,Very good,46,7.4,7.6,8.2,7.3,6.9,7.3,7.6
835424691_Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Volkswagen Golf GTI,Compact,Dubai International Airport,Dubai International Airport,333.52,333.52,Unlimited km,USD,8.0,Excellent,1875,8.1,8.0,8.7,7.9,7.7,7.1,8.2
822314291_Keddy By Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Ford Everest 4x4,Full-size,Dubai International Airport,Dubai International Airport,305.84,305.84,350 kilometres per rental,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
769347696_Budget_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Budget,Chevrolet Tahoe,Full-size,Dubai International Airport,Dubai International Airport,264.81,264.81,Unlimited km,USD,7.5,Very good,1685,7.8,7.0,8.4,7.7,7.6,6.2,7.6
837924866_Avis_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Avis,Hyundai Creta,Economy,Dubai International Airport,Dubai International Airport,211.34,211.34,Unlimited km,USD,6.9,Good,1006,6.2,7.6,7.3,6.8,6.5,6.5,7.2
802861631_Thrifty_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Lincoln Corsair AWD,Premium,Dubai International Airport,Dubai International Airport,344.71,344.71,Unlimited km,USD,8.0,Excellent,1232,8.2,8.2,8.4,7.9,7.7,7.4,8.0
837924656_Avis_Dubai - Marwan Building,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Avis,Peugeot 3008,Intermediate,Dubai - Marwan Building,Dubai - Marwan Building,244.9,244.9,Unlimited km,USD,7.0,Very good,62,7.0,8.0,7.0,5.5,5.5,6.5,9.5
754976186_Dollar_Sharjah - Al Khaledia,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Audi Q3,Intermediate,Sharjah - Al Khaledia,Sharjah - Al Khaledia,293.22,293.22,Unlimited km,USD,7.7,Very good,5,10.0,4.0,10.0,10.0,6.0,4.0,10.0
771566986_Budget_Dubai Airport T3,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Budget,Geely Okavango,Standard,Dubai Airport T3,Dubai Airport T3,245.9,245.9,Unlimited km,USD,7.2,Very good,166,8.2,5.8,8.4,7.3,7.1,5.8,7.8
752909606_Dollar_Sharjah - Al Khaledia,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Infiniti QX50,Intermediate,Sharjah - Al Khaledia,Sharjah - Al Khaledia,304.81,304.81,Unlimited km,USD,7.7,Very good,5,10.0,4.0,10.0,10.0,6.0,4.0,10.0
744142991_Dollar_Dubai - Four Points,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Suzuki Baleno,Economy,Dubai - Four Points,Dubai - Four Points,94.39,94.39,Unlimited km,USD,6.6,Good,8,10.0,2.0,10.0,8.0,10.0,2.0,4.0
785274726_Thrifty_Sharjah - Golden Sands Hotel,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Audi Q2,Intermediate,Sharjah - Golden Sands Hotel,Sharjah - Golden Sands Hotel,276.52,276.52,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258701_Keddy By Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Volvo S90,Premium,Dubai International Airport,Dubai International Airport,338.01,338.01,350 kilometres per rental,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
837924956_Avis_Dubai - Business Bay,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Avis,Hyundai Creta,Economy,Dubai - Business Bay,Dubai - Business Bay,173.99,173.99,Unlimited km,USD,5.3,,2,1.5,5.0,4.5,7.0,2.0,8.0,9.0
835424386_Europcar_Dubai International Airport T3,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Toyota Land Cruiser Prado,Special,Dubai International Airport T3,Dubai International Airport T3,283.62,283.62,Unlimited km,USD,7.5,Very good,46,7.4,7.6,8.2,7.3,6.9,7.3,7.6
805802006_Avis_Dubai Airport T1 Departures,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Avis,Nissan X-trail,Intermediate,Dubai Airport T1 Departures,Dubai Airport T1 Departures,250.98,250.98,Unlimited km,USD,9.1,Superb,51,9.0,9.0,9.0,9.0,8.0,10.0,10.0
835424276_Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Toyota Land Cruiser,Luxury,Dubai International Airport,Dubai International Airport,339.15,339.15,Unlimited km,USD,8.0,Excellent,1875,8.1,8.0,8.7,7.9,7.7,7.1,8.2
755485936_Sixt_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Sixt,Mercedes GLC,Premium,Dubai International Airport,Dubai International Airport,281.34,281.34,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.2,5.5,7.6
754979266_Thrifty_Dubai - Golden Sands Apartments,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Infiniti QX55,Intermediate,Dubai - Golden Sands Apartments,Dubai - Golden Sands Apartments,304.81,304.81,Unlimited km,USD,9.0,Superb,13,8.2,9.6,7.3,10.0,8.9,9.3,9.4
835424541_Europcar_Dubai - Suha Mina Rashid Hotel,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Volkswagen T-Roc,Intermediate,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,265.18,265.18,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835424546_Europcar_Dubai - Suha Creek Hotel,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Volkswagen T-Roc,Intermediate,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,265.18,265.18,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835424551_Europcar_Dubai - Suha Park Hotel,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Volkswagen T-Roc,Intermediate,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,265.18,265.18,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835424721_Europcar_Sharjah - Al Majaz,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Volkswagen Golf GTI,Compact,Sharjah - Al Majaz,Sharjah - Al Majaz,300.18,300.18,Unlimited km,USD,7.7,Very good,10,7.4,6.9,7.3,8.4,7.4,8.3,8.4
769348006_Budget_Dubai Airport T3,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Budget,BMW X1,Intermediate,Dubai Airport T3,Dubai Airport T3,283.73,283.73,Unlimited km,USD,7.2,Very good,166,8.2,5.8,8.4,7.3,7.1,5.8,7.8
822314406_Keddy By Europcar_Dubai - Emirates Tower,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Ford Taurus,Full-size,Dubai - Emirates Tower,Dubai - Emirates Tower,284.8,284.8,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738013821_Thrifty_Sharjah - Golden Sands Hotel,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Infiniti QX50,Intermediate,Sharjah - Golden Sands Hotel,Sharjah - Golden Sands Hotel,288.11,288.11,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835178731_Europcar_Sharjah - Al Majaz,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Kia Carnival,Full-size,Sharjah - Al Majaz,Sharjah - Al Majaz,328.18,328.18,Unlimited km,USD,7.7,Very good,10,7.4,6.9,7.3,8.4,7.4,8.3,8.4
822314886_Keddy By Europcar_Dubai - Emirates Tower,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Audi A6,Premium,Dubai - Emirates Tower,Dubai - Emirates Tower,397.66,397.66,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735429706_Thrifty_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Ford Explorer,Standard,Dubai International Airport,Dubai International Airport,295.8,295.8,Unlimited km,USD,8.0,Excellent,1232,8.2,8.2,8.4,7.9,7.7,7.4,8.0
805050591_Dollar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Ford Everest,Standard,Dubai International Airport,Dubai International Airport,295.8,295.8,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
835179971_Europcar_Dubai International Airport T3,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Kia Pegas,Economy,Dubai International Airport T3,Dubai International Airport T3,122.21,122.21,Unlimited km,USD,7.5,Very good,46,7.4,7.6,8.2,7.3,6.9,7.3,7.6
805050556_Dollar_Sharjah - Al Khaledia,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Ford Everest,Standard,Sharjah - Al Khaledia,Sharjah - Al Khaledia,295.8,295.8,Unlimited km,USD,7.7,Very good,5,10.0,4.0,10.0,10.0,6.0,4.0,10.0
837924691_Avis_Dubai Airport T1 Departures,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Avis,Peugeot 3008,Intermediate,Dubai Airport T1 Departures,Dubai Airport T1 Departures,275.82,275.82,Unlimited km,USD,9.1,Superb,51,9.0,9.0,9.0,9.0,8.0,10.0,10.0
709200891_Hertz_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Hertz,Toyota Fortuner,Standard,Dubai International Airport,Dubai International Airport,195.33,195.33,Unlimited km,USD,6.3,Good,751,6.9,6.8,6.8,5.8,6.4,4.6,6.7
735429736_Thrifty_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Jeep Wrangler,Standard,Dubai International Airport,Dubai International Airport,322.85,322.85,Unlimited km,USD,8.0,Excellent,1232,8.2,8.2,8.4,7.9,7.7,7.4,8.0
738012281_Thrifty_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Jeep Grand Cherokee,Premium,Dubai International Airport,Dubai International Airport,356.26,356.26,Unlimited km,USD,8.0,Excellent,1232,8.2,8.2,8.4,7.9,7.7,7.4,8.0
759573466_Dollar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Audi Q5,Premium,Dubai International Airport,Dubai International Airport,356.26,356.26,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
759806846_Thrifty_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Audi Q5,Premium,Dubai International Airport,Dubai International Airport,356.26,356.26,Unlimited km,USD,8.0,Excellent,1232,8.2,8.2,8.4,7.9,7.7,7.4,8.0
804799501_Dollar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Jeep Grand Cherokee,Premium,Dubai International Airport,Dubai International Airport,356.26,356.26,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
735429726_Thrifty_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Mercedes C-Class,Premium,Dubai International Airport,Dubai International Airport,419.3,419.3,Unlimited km,USD,8.0,Excellent,1232,8.2,8.2,8.4,7.9,7.7,7.4,8.0
744143651_Dollar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Mercedes C-Class,Premium,Dubai International Airport,Dubai International Airport,419.3,419.3,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
822257281_Keddy By Europcar_Sharjah - Al Zahra'a Street,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Hyundai Accent,Economy,Sharjah - Al Zahra'a Street,Sharjah - Al Zahra'a Street,144.88,144.88,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835424301_Europcar_Sharjah - Al Majaz,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Toyota Land Cruiser,Luxury,Sharjah - Al Majaz,Sharjah - Al Majaz,317.07,317.07,Unlimited km,USD,7.7,Very good,10,7.4,6.9,7.3,8.4,7.4,8.3,8.4
734698306_Sixt_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Sixt,Fiat 500,Mini,Dubai International Airport,Dubai International Airport,100.91,100.91,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.2,5.5,7.6
821926771_Thrifty_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Kia Carnival,Mini,Dubai International Airport,Dubai International Airport,344.71,344.71,Unlimited km,USD,8.0,Excellent,1232,8.2,8.2,8.4,7.9,7.7,7.4,8.0
835826481_Dollar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Kia Carnival,Mini,Dubai International Airport,Dubai International Airport,344.71,344.71,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
785732011_Alamo_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Alamo,Hyundai i10,Economy,Dubai International Airport,Dubai International Airport,104.48,104.48,Unlimited km,USD,6.9,Good,2180,7.7,6.8,7.8,6.4,7.2,5.4,7.3
754979371_Thrifty_Sharjah - Golden Sands Hotel,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Infiniti QX55,Intermediate,Sharjah - Golden Sands Hotel,Sharjah - Golden Sands Hotel,304.81,304.81,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702074263_Dollar_Dubai - Four Points,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Toyota Yaris Sedan,Economy,Dubai - Four Points,Dubai - Four Points,100.57,100.57,Unlimited km,USD,6.6,Good,8,10.0,2.0,10.0,8.0,10.0,2.0,4.0
835177956_Europcar_Dubai International Airport T3,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Hyundai Accent,Economy,Dubai International Airport T3,Dubai International Airport T3,124.02,124.02,Unlimited km,USD,7.5,Very good,46,7.4,7.6,8.2,7.3,6.9,7.3,7.6
785307376_Budget_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Budget,BMW X2,Full-size,Dubai International Airport,Dubai International Airport,287.52,287.52,Unlimited km,USD,7.5,Very good,1685,7.8,7.0,8.4,7.7,7.6,6.2,7.6
752586566_Sixt_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Sixt,Mercedes GLC,Luxury,Dubai International Airport,Dubai International Airport,270.96,270.96,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.2,5.5,7.6
802862226_Thrifty_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Lexus NX AWD,Premium,Dubai International Airport,Dubai International Airport,370.39,370.39,Unlimited km,USD,8.0,Excellent,1232,8.2,8.2,8.4,7.9,7.7,7.4,8.0
805802971_Avis_Dubai - Marwan Building,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Avis,Toyota Fortuner,Standard,Dubai - Marwan Building,Dubai - Marwan Building,239.38,239.38,Unlimited km,USD,7.0,Very good,62,7.0,8.0,7.0,5.5,5.5,6.5,9.5
744141626_Dollar_Dubai - Four Points,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Toyota Corolla,Compact,Dubai - Four Points,Dubai - Four Points,109.88,109.88,Unlimited km,USD,6.6,Good,8,10.0,2.0,10.0,8.0,10.0,2.0,4.0
822314106_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Kia K5,Full-size,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,322.85,322.85,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822314111_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Kia K5,Full-size,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,322.85,322.85,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822314116_Keddy By Europcar_Dubai - Suha Park Hotel,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Kia K5,Full-size,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,322.85,322.85,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769347646_Budget_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Budget,Kia Carnival,Full-size,Dubai International Airport,Dubai International Airport,321.56,321.56,Unlimited km,USD,7.5,Very good,1685,7.8,7.0,8.4,7.7,7.6,6.2,7.6
822258496_Keddy By Europcar_Dubai - Emirates Tower,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Kia Picanto,Mini,Dubai - Emirates Tower,Dubai - Emirates Tower,151.28,151.28,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822314451_Keddy By Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Ford Taurus,Full-size,Dubai International Airport,Dubai International Airport,302.35,302.35,350 kilometres per rental,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
785272146_Thrifty_Dubai - Golden Sands Apartments,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Mercedes Benz CLA,Luxury,Dubai - Golden Sands Apartments,Dubai - Golden Sands Apartments,374.26,374.26,Unlimited km,USD,9.0,Superb,13,8.2,9.6,7.3,10.0,8.9,9.3,9.4
822258836_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Volkswagen Teramont,Premium,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,415.1,415.1,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258841_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Volkswagen Teramont,Premium,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,415.1,415.1,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258846_Keddy By Europcar_Dubai - Suha Park Hotel,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Volkswagen Teramont,Premium,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,415.1,415.1,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759573486_Dollar_Sharjah - Al Khaledia,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Audi Q5,Premium,Sharjah - Al Khaledia,Sharjah - Al Khaledia,356.26,356.26,Unlimited km,USD,7.7,Very good,5,10.0,4.0,10.0,10.0,6.0,4.0,10.0
804799521_Dollar_Sharjah - Al Khaledia,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Jeep Grand Cherokee,Premium,Sharjah - Al Khaledia,Sharjah - Al Khaledia,356.26,356.26,Unlimited km,USD,7.7,Very good,5,10.0,4.0,10.0,10.0,6.0,4.0,10.0
835179686_Europcar_Dubai - Emirates Tower,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Ford Explorer,Premium,Dubai - Emirates Tower,Dubai - Emirates Tower,215.35,215.35,Unlimited km,USD,6.2,Good,49,6.6,4.5,7.0,6.1,6.1,5.0,8.0
735429721_Thrifty_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Nissan Patrol,Full-size,Dubai International Airport,Dubai International Airport,403.84,403.84,Unlimited km,USD,8.0,Excellent,1232,8.2,8.2,8.4,7.9,7.7,7.4,8.0
822258401_Keddy By Europcar_Sharjah - Al Zahra'a Street,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Nissan Patrol,Luxury,Sharjah - Al Zahra'a Street,Sharjah - Al Zahra'a Street,446.24,446.24,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
